Date,mtt_condition,mtt_on,mtt_off,mansfield_rs,mansfield_rs_ma,minervini_rs,dorsey_rs,is_52w_high,is_52w_low,is_positive_mom,is_negative_mom,is_advance,is_decline,volume_advance,volume_decline,st_fast_dir,st_slow_dir,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分,mansfield_rsi,minervini_rsi
2024-08-09,1,0,0,11.70863620566076,-22.107922061226105,1.3825834071323004,19.772077477550035,False,False,1,0,True,False,14600,0,-1,-1,6045,レントラックス,サービス業,情報通信・サービスその他,-,グロース（内国株式）,87.6,70.3
2024-08-09,1,1,0,28.706104669660526,-3.8480354499776666,29.394683009124428,60.72564732412515,False,False,1,0,False,True,0,214400,1,1,6226,守谷輸送機工業,機械,機械,-,スタンダード（内国株式）,96.8,95.6
2024-08-09,1,0,0,26.10693774499453,-9.477235766037564,22.876874698496145,88.43071719083477,False,False,0,0,False,True,0,2000,1,1,6236,ＮＣホールディングス,機械,機械,TOPIX Small 2,スタンダード（内国株式）,96.1,93.9
2024-08-09,1,1,0,28.47997639713855,-5.948371204954294,26.484715643219523,139.1293842870374,True,False,1,0,False,False,0,0,1,1,6362,石井鐵工所,機械,機械,TOPIX Small 2,スタンダード（内国株式）,96.6,94.9
2024-08-09,1,1,0,18.584704860331946,-3.260959068127885,17.76677939506661,174.60637055530947,False,False,1,0,True,False,242900,0,1,-1,6406,フジテック,機械,機械,TOPIX Mid400,プライム（内国株式）,93.9,91.8
2024-08-09,1,0,0,37.2071853016748,24.092347813763467,53.82502000163627,144.1630088994483,False,False,1,0,False,True,0,327500,1,1,6507,シンフォニアテクノロジー,電気機器,電機・精密,TOPIX Small 1,プライム（内国株式）,98.0,98.4
2024-08-09,1,0,0,44.30507032258686,-3.6385094196076757,37.940405552325885,106.71284178311117,False,False,1,0,False,True,0,318400,-1,-1,6524,湖北工業,電気機器,電機・精密,-,スタンダード（内国株式）,98.7,97.0
2024-08-09,1,0,0,122.68373097206755,14.261037809613377,153.19602890037663,102.12217613659243,False,False,1,0,True,False,27800,0,1,1,6557,ＡＩＡＩグループ,サービス業,情報通信・サービスその他,-,グロース（内国株式）,99.9,99.8
2024-08-09,1,1,0,63.76491086987792,17.825125226146298,87.13725708886743,89.79986308541054,False,False,1,0,True,False,127800,0,-1,-1,6620,宮越ホールディングス,不動産業,不動産,TOPIX Small 2,プライム（内国株式）,99.5,99.4
2024-08-09,1,0,0,38.348134857654784,14.790005066038066,65.48482903880415,43.168364676035914,False,False,1,0,True,False,2484300,0,1,1,6632,ＪＶＣケンウッド,電気機器,電機・精密,TOPIX Small 1,プライム（内国株式）,98.2,98.8
2024-08-09,1,1,0,15.241996343194808,-4.370418508681805,15.65316816284685,67.69218378770185,False,False,1,0,True,False,5300,0,1,-1,6734,ニューテック,電気機器,電機・精密,-,スタンダード（内国株式）,91.7,90.2
2024-08-09,1,0,0,75.58886600476463,24.824403776168136,99.63680116463458,216.64720331816534,False,False,1,0,False,True,0,123900,1,1,6736,サン電子,電気機器,電機・精密,-,スタンダード（内国株式）,99.5,99.5
2024-08-09,1,1,0,26.677119000054827,3.5947316947098034,28.837370169968224,62.13506221560021,False,False,1,0,False,False,0,0,1,1,6785,鈴木,電気機器,電機・精密,TOPIX Small 2,プライム（内国株式）,96.2,95.6
2024-08-09,1,1,0,21.020311638692846,10.940471829454072,28.657313766566045,215.4391334111867,False,False,1,0,True,False,14000,0,-1,1,6789,ローランド　ディー．ジー．,電気機器,電機・精密,TOPIX Small 1,プライム（内国株式）,94.8,95.5
2024-08-09,1,0,0,88.73126915080014,-9.577960285727732,71.26456402702833,54.5644907985342,False,False,0,1,False,True,0,431600,1,1,6836,ぷらっとホーム,電気機器,電機・精密,-,スタンダード（内国株式）,99.7,99.0
2024-08-09,1,0,0,39.996239668465286,-3.892135653057407,37.86998079581742,55.853098699311396,False,False,1,0,True,False,200200,0,1,1,6937,古河電池,電気機器,電機・精密,TOPIX Small 2,プライム（内国株式）,98.3,97.0
2024-08-09,1,0,0,49.54063839287659,28.817741768856077,79.2504196402791,69.66536463576692,False,False,1,0,True,False,85208900,0,1,-1,7011,三菱重工業,機械,機械,TOPIX Large70,プライム（内国株式）,99.1,99.2
2024-08-09,1,0,0,44.69325940283522,-0.6773152485836152,49.31169830488235,199.7342246204647,False,False,0,1,False,True,0,3355600,-1,-1,7013,ＩＨＩ,機械,機械,TOPIX Mid400,プライム（内国株式）,98.7,98.1
2024-08-09,1,1,0,11.63052426469877,-13.634521585725352,2.10293811720653,38.05420206982644,False,False,1,0,True,False,4700,0,-1,-1,7036,イーエムネットジャパン,サービス業,情報通信・サービスその他,-,グロース（内国株式）,87.4,72.1
2024-08-09,1,0,0,41.25811598795273,0.14096283480781646,46.743464362142696,57.181975596987876,False,False,0,1,False,True,0,900,-1,-1,7062,フレアス,サービス業,情報通信・サービスその他,-,グロース（内国株式）,98.5,97.8
2024-08-09,1,1,0,14.236053569428542,14.154537989724085,25.162825147723254,38.05420206982644,False,False,1,0,False,True,0,204100,1,-1,7088,フォーラムエンジニアリング,サービス業,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,90.6,94.6
2024-08-09,1,0,0,21.29707218734056,-4.362569376325534,14.98651976507784,1090.4844360326983,False,False,0,1,False,True,0,314600,1,-1,7309,シマノ,輸送用機器,自動車・輸送機,TOPIX Large70,プライム（内国株式）,94.8,89.9
2024-08-09,1,0,0,15.794341787003097,-9.987860911318093,11.454768101739763,119.51838279708451,False,False,1,0,False,True,0,146400,-1,-1,7476,アズワン,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,92.2,86.7
2024-08-09,1,1,0,16.969078762008195,0.287622085766527,16.438109049750654,92.17573390246848,False,False,1,0,False,True,0,17100,-1,-1,7510,たけびし,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,93.0,90.9
2024-08-09,1,0,0,36.5140307198573,9.21487314606734,43.171307967123425,42.84621270084162,False,False,1,0,True,False,240500,0,-1,-1,7513,コジマ,小売業,小売,TOPIX Small 2,プライム（内国株式）,98.0,97.6
2024-08-09,1,0,0,24.266927604674258,-12.444903992717329,11.219605730886768,125.11577336608543,False,False,1,0,True,False,600500,0,1,1,7518,ネットワンシステムズ,情報・通信業,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,95.7,86.4
2024-08-09,1,1,0,30.28177847321207,8.252555873986468,38.54139724795887,149.39797849635565,False,False,1,0,True,False,294000,0,1,1,7552,ハピネット,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,97.1,97.1
2024-08-09,1,1,0,20.20132266938934,-0.5234355330503022,23.510268618667524,188.25756050416783,False,False,1,0,False,False,0,0,-1,-1,7595,アルゴグラフィックス,情報・通信業,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,94.6,94.2
2024-08-09,1,0,0,19.783054900135653,-7.464912028868834,17.795461243737105,1.2886079007771916,False,False,0,0,False,False,0,0,1,1,7647,音通,サービス業,情報通信・サービスその他,-,スタンダード（内国株式）,94.4,91.8
2024-08-09,1,1,0,15.343280385989978,-1.90311571781162,13.012833055395554,102.16244513349172,False,False,1,0,True,False,512900,0,1,1,7649,スギホールディングス,小売業,小売,TOPIX Mid400,プライム（内国株式）,91.8,88.1
2024-08-09,1,0,0,56.22819069569949,8.086428484588827,77.81428192631738,115.57202110095437,False,False,0,1,False,True,0,7100,-1,-1,7698,アイスコ,卸売業,商社・卸売,-,スタンダード（内国株式）,99.3,99.2
2024-08-09,1,0,0,14.415752807329163,-1.1416655729904839,14.82534075668848,793.0978939314621,False,False,1,0,False,True,0,2113300,1,-1,7741,ＨＯＹＡ,精密機器,電機・精密,TOPIX Core30,プライム（内国株式）,91.0,89.8
2024-08-09,1,1,0,13.9807434488201,1.4168518361885274,13.486465477790057,182.21721096927473,False,False,1,0,True,False,7133300,0,1,-1,7751,キヤノン,電気機器,電機・精密,TOPIX Large70,プライム（内国株式）,90.4,88.7
2024-08-09,1,0,0,21.485288339341313,27.70823900189528,48.132182026721736,155.8410180002416,False,False,0,1,False,True,0,4000,1,1,7769,リズム,精密機器,電機・精密,TOPIX Small 2,プライム（内国株式）,94.9,98.0
2024-08-09,1,0,0,104.22385167963606,-9.853400407368843,143.85019329752075,24.080860145773766,False,False,0,1,False,True,0,7792100,-1,-1,7776,セルシード,精密機器,電機・精密,-,グロース（内国株式）,99.8,99.7
2024-08-09,1,0,0,27.452187867825593,11.020419929189003,35.56362658588764,126.8070712358555,False,False,0,1,False,True,0,665800,-1,-1,7867,タカラトミー,その他製品,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,96.4,96.5
2024-08-09,1,0,0,46.76680777254995,-4.141556224430282,44.2845515936737,83.27628558772601,False,False,1,0,True,False,455900,0,-1,-1,7906,ヨネックス,その他製品,情報通信・サービスその他,-,スタンダード（内国株式）,98.9,97.8
2024-08-09,1,1,0,52.798433456921344,16.912492303024315,69.29650300058337,189.26428542665002,False,False,1,0,True,False,87900,0,1,-1,7979,松風,精密機器,電機・精密,TOPIX Small 2,プライム（内国株式）,99.1,99.0
2024-08-09,1,0,0,21.92873552170125,1.0447438530875142,19.20068305186352,61.893448234204484,True,False,1,0,False,True,0,589900,1,-1,8051,山善,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,95.0,92.4
2024-08-09,1,0,0,28.98433130352307,9.709518331857621,33.1434960175668,126.04196029476905,False,False,0,1,False,True,0,2400,-1,-1,8119,三栄コーポレーション,卸売業,商社・卸売,-,スタンダード（内国株式）,96.8,96.2
2024-08-09,1,0,0,25.145441852515905,6.72724829942043,26.92627303621168,173.72045262352515,False,False,1,0,True,False,604800,0,1,-1,8129,東邦ホールディングス,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,95.9,95.0
2024-08-09,1,1,0,14.969067298509685,0.3445301601489916,13.432458477349558,197.11673982201103,False,False,1,0,True,False,11700,0,-1,-1,8132,シナネンホールディングス,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,91.5,88.7
2024-08-09,1,0,0,50.005006065155946,2.3653962746484085,51.541530171424874,145.85430676921837,True,False,1,0,False,True,0,3472500,1,1,8136,サンリオ,卸売業,商社・卸売,TOPIX Mid400,プライム（内国株式）,99.1,98.3
2024-08-09,1,0,0,33.207260685321074,-2.802031747009879,37.59142477006376,4.51012765272017,False,False,1,0,False,True,0,367000,-1,-1,8166,タカキュー,小売業,小売,TOPIX Small 2,スタンダード（内国株式）,97.7,96.9
2024-08-09,1,1,0,20.0754143004525,-8.661336662705697,17.209588943435218,47.35634035356179,False,False,1,0,True,False,192700,0,1,-1,8281,ゼビオホールディングス,小売業,小売,TOPIX Small 1,プライム（内国株式）,94.5,91.5
2024-08-09,1,0,0,15.453646502863073,-3.600552572345106,10.387809497508105,62.19546571094914,False,False,1,0,False,True,0,775400,-1,-1,8282,ケーズホールディングス,小売業,小売,TOPIX Mid400,プライム（内国株式）,91.9,85.7
2024-08-09,1,1,0,28.244687123900714,19.006144491443944,41.9474707526416,43.89320662022309,False,False,1,0,True,False,2043500,0,-1,-1,8358,スルガ銀行,銀行業,銀行,TOPIX Small 1,プライム（内国株式）,96.6,97.5
2024-08-09,1,0,0,39.34379586400949,-12.333385916761895,41.46567495446883,32.215197519429786,False,False,1,0,True,False,85500,0,-1,1,8462,フューチャーベンチャーキャピタル,証券、商品先物取引業,金融（除く銀行）,-,スタンダード（内国株式）,98.3,97.4
2024-08-09,1,1,0,19.548149425602567,-1.7826897630760008,15.971870248058112,30.44336165586115,False,False,1,0,True,False,502700,0,-1,-1,8704,トレイダーズホールディングス,証券、商品先物取引業,金融（除く銀行）,-,スタンダード（内国株式）,94.3,90.5
2024-08-09,1,1,0,18.813304271115804,8.911643357438306,23.20464062813416,61.08806829621874,False,False,1,0,False,True,0,8200,1,1,8747,豊トラスティ証券,証券、商品先物取引業,金融（除く銀行）,-,スタンダード（内国株式）,93.9,94.1
2024-08-09,1,0,0,25.914925502081676,-11.606713716300394,26.727357099219063,22.349293279104415,False,False,1,0,True,False,72000,0,-1,-1,8769,アドバンテッジリスクマネジメント,サービス業,情報通信・サービスその他,TOPIX Small 2,スタンダード（内国株式）,96.0,95.0
2024-08-09,1,0,0,22.416447740259173,4.39482583862034,23.91277636107217,112.75319131800426,False,False,0,0,False,True,0,45300,-1,1,8871,ゴールドクレスト,不動産業,不動産,TOPIX Small 1,スタンダード（内国株式）,95.2,94.3
2024-08-09,1,0,0,58.66956284179239,-6.0927785108623365,53.629917862487964,29.27556074578182,True,False,0,0,False,False,0,0,1,1,8889,ＡＰＡＭＡＮ,不動産業,不動産,-,スタンダード（内国株式）,99.4,98.3
2024-08-09,1,0,0,18.846586742022154,-5.144957433297261,17.07235816105773,25.49027503724882,False,False,1,0,True,False,22900,0,-1,-1,8940,インテリックス,不動産業,不動産,TOPIX Small 2,スタンダード（内国株式）,94.0,91.3
2024-08-09,1,0,0,24.79139348449695,12.479018528975695,38.27300661265758,102.46446261023637,False,False,1,0,False,True,0,1081600,-1,-1,9024,西武ホールディングス,陸運業,運輸・物流,TOPIX Mid400,プライム（内国株式）,95.8,97.0
2024-08-09,1,1,0,28.177382734244084,2.1127336749772416,24.817322405017567,78.00104699391937,True,False,1,0,True,False,137400,0,1,1,9028,ゼロ,陸運業,運輸・物流,-,スタンダード（内国株式）,96.6,94.5
2024-08-09,1,0,0,87.07032239368691,49.26992066059109,147.2786763527088,231.5467321709016,False,False,0,1,False,True,0,143400,1,1,9055,アルプス物流,陸運業,運輸・物流,TOPIX Small 2,プライム（内国株式）,99.7,99.8
2024-08-09,1,0,0,70.95740475470886,7.946493608494339,89.0759314271331,20.295574437240766,False,False,1,0,True,False,801500,0,1,-1,9067,丸運,陸運業,運輸・物流,TOPIX Small 2,スタンダード（内国株式）,99.5,99.4
2024-08-09,1,0,0,18.416117051973302,-4.262932054821548,14.3680629044361,145.3710788064269,False,False,1,0,False,True,0,267800,-1,1,9072,ニッコンホールディングス,陸運業,運輸・物流,TOPIX Mid400,プライム（内国株式）,93.7,89.4
2024-08-09,1,0,0,15.737915491866893,-1.1742317095749915,11.55718443728456,45.58450448999315,False,False,0,0,False,True,0,34200,-1,-1,9233,アジア航測,空運業,運輸・物流,-,スタンダード（内国株式）,92.2,86.8
2024-08-09,1,0,0,29.569899544525136,-4.69219568811361,28.066232513361417,70.87343454274553,False,False,1,0,True,False,500,0,-1,1,9241,フューチャーリンクネットワーク,サービス業,情報通信・サービスその他,-,グロース（内国株式）,97.0,95.4
2024-08-09,1,0,0,34.10299891094661,33.22603491742311,60.02724476132657,167.92171707002777,False,False,1,0,True,False,1500,0,-1,-1,9249,日本エコシステム,サービス業,情報通信・サービスその他,-,スタンダード（内国株式）,97.7,98.7
2024-08-09,1,1,0,32.944664545062416,-3.0488809295385493,37.63288466581093,21.86606531631297,False,False,1,0,True,False,51800,0,-1,-1,9271,和心,小売業,小売,-,グロース（内国株式）,97.6,96.9
2024-08-09,1,0,0,15.037118196883181,-0.4399356768431265,19.924550446413907,206.57995409334353,True,False,1,0,False,False,0,0,1,1,9302,三井倉庫ホールディングス,倉庫・運輸関連業,運輸・物流,TOPIX Small 1,プライム（内国株式）,91.6,92.6
2024-08-09,1,0,0,11.889784962864724,-0.23128222648316243,12.214493741255117,108.16252567148551,False,False,0,1,False,True,0,306600,-1,1,9336,大栄環境,サービス業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,87.9,87.4
2024-08-09,1,0,0,169.43103661891547,-21.90933082152383,240.04287011807452,51.54431603108766,False,False,1,0,False,True,0,48299,1,1,9399,ビート・ホールディングス・リミテッド,情報・通信業,情報通信・サービスその他,-,スタンダード（外国株式）,99.9,99.9
2024-08-09,1,0,0,18.4611292901238,8.328454558641283,22.467433047137046,196.51270486852172,False,False,1,0,False,False,0,0,-1,-1,9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,情報・通信業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,93.7,93.8
2024-08-09,1,0,0,16.399352027610583,-0.1646916614778763,16.993742850372374,159.86791769017032,False,False,1,0,True,False,83600,0,-1,-1,9436,沖縄セルラー電話,情報・通信業,情報通信・サービスその他,-,スタンダード（内国株式）,92.7,91.2
2024-08-09,1,0,0,45.57848228007744,5.872493696063803,58.3415456866985,40.22872790238795,True,False,1,0,True,False,186500,0,1,1,9438,エムティーアイ,情報・通信業,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,98.8,98.7
2024-08-09,1,0,0,33.899389417528525,8.704310920393784,34.499184755623155,172.02915475375508,False,False,0,1,False,True,0,331900,1,1,9533,東邦瓦斯,電気・ガス業,電力・ガス,TOPIX Mid400,プライム（内国株式）,97.7,96.3
2024-08-09,1,0,0,48.14722119072749,-9.192819985478943,53.00750814298555,33.78568839850199,False,False,1,0,True,False,45200,0,1,1,9561,グラッドキューブ,サービス業,情報通信・サービスその他,-,グロース（内国株式）,98.9,98.3
2024-08-09,1,0,0,17.240201746220162,3.107951331468026,16.703040346330095,34.14810937059558,False,False,1,0,True,False,35100,0,1,-1,9564,ＦＣＥ,サービス業,情報通信・サービスその他,-,スタンダード（内国株式）,93.2,91.1
2024-08-09,1,1,0,8.093519714998898,0.6922322758239917,7.621090203789281,67.12841783111182,False,False,1,0,True,False,200100,0,1,1,9619,イチネンホールディングス,サービス業,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,82.5,82.3
2024-08-09,1,0,0,31.36164755347821,-1.3416511416615835,31.709893453556724,53.59803487295131,False,False,1,0,True,False,5800,0,1,-1,9651,日本プロセス,情報・通信業,情報通信・サービスその他,-,スタンダード（内国株式）,97.3,96.0
2024-08-09,1,0,0,19.341677165142656,2.104222275238834,19.901641766887398,178.59300124833888,False,False,0,1,False,False,0,0,-1,-1,9679,ホウライ,サービス業,情報通信・サービスその他,-,スタンダード（内国株式）,94.2,92.6
2024-08-09,1,1,0,33.189308259852865,20.308614992467728,48.43990056885779,323.7627350702694,False,False,1,0,True,False,218900,0,1,-1,9722,藤田観光,サービス業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,97.6,98.0
2024-08-09,1,0,0,46.549107467413855,9.574154438318732,55.23240747509925,356.38062255869204,True,False,0,1,True,False,1955700,0,1,1,9749,富士ソフト,情報・通信業,情報通信・サービスその他,TOPIX Small 1,プライム（内国株式）,98.8,98.5
2024-08-09,1,1,0,24.840386257081004,6.569224667049692,26.020004366764304,458.4625296983852,False,False,1,0,True,False,834800,0,-1,-1,9766,コナミグループ,情報・通信業,情報通信・サービスその他,TOPIX Mid400,プライム（内国株式）,95.9,94.8
2024-08-09,1,1,0,14.794368377508448,-1.0680997044168403,13.26223633837026,61.57129625901018,False,False,1,0,True,False,10500,0,1,-1,9799,旭情報サービス,情報・通信業,情報通信・サービスその他,-,スタンダード（内国株式）,91.4,88.5
2024-08-09,1,1,0,7.2494341041316135,16.975619642844695,8.863676978330174,136.51189948858374,False,False,1,0,False,True,0,73200,-1,-1,9828,元気寿司,小売業,小売,TOPIX Small 2,スタンダード（内国株式）,80.8,83.9
2024-08-09,1,0,0,51.70179471496004,21.613494137010484,71.82144412677496,260.9430999073813,False,False,0,1,False,False,0,0,1,1,9873,日本ＫＦＣホールディングス,小売業,小売,-,スタンダード（内国株式）,99.1,99.1
2024-08-09,1,0,0,30.830600772382777,-3.0902921870616136,29.145606676849223,99.58522933193733,False,False,1,0,False,True,0,163400,-1,-1,9882,イエローハット,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,97.2,95.6
2024-08-09,1,0,0,17.96414322605422,8.45126208551223,25.871926430571122,156.8477429227238,False,False,1,0,False,True,0,68300,1,1,9889,ＪＢＣＣホールディングス,情報・通信業,情報通信・サービスその他,TOPIX Small 2,プライム（内国株式）,93.5,94.8
2024-08-09,1,1,0,27.725789353907704,4.4624975047299165,32.123088662068156,142.9549389924697,False,False,1,0,True,False,78600,0,-1,-1,9902,日伝,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,96.5,96.1
2024-08-09,1,1,0,16.500662217359128,-9.38301026413402,10.952601353406985,14.335762896146257,False,False,1,0,True,False,78300,0,1,1,9930,北沢産業,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,92.7,86.2
2024-08-09,1,1,0,14.984175965547264,-3.1108744853500796,11.383407688082556,102.92755607457818,False,False,1,0,False,False,0,0,-1,-1,9932,杉本商事,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,91.5,86.5
2024-08-09,1,0,0,63.77315587949861,-3.2013034261070423,73.55882352941178,2.536946804655096,False,False,0,1,False,True,0,2541800,-1,-1,9978,文教堂グループホールディングス,小売業,小売,-,スタンダード（内国株式）,99.5,99.1
2024-08-09,1,1,0,12.75222914668792,-4.49542957626005,7.081841550275191,49.12817621713043,False,False,1,0,True,False,10400,0,-1,-1,9982,タキヒヨー,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,89.0,81.5
